Chr,Start,End,Symbol,Strand,TPM,,Gene_ID,Type,N_alu,N_events,Ed_Pri,Ed_Mat
chr10,75458909,75490245,AC022400.5,-,1.015,V,ENSG00000271816,lncRNA,9,7,0.27,0.0
chr17,5810,31441,DOC2B,-,31.715,V,ENSG00000272636,protein_coding,4,7,0.264,0.0
chr7,66204816,66205372,AC027644.3,-,0.158,V,ENSG00000272831,lncRNA,1,7,0.078,0.0
chr16,25269273,25272387,ZKSCAN2-DT,+,4.589,V,ENSG00000274925,lncRNA,1,7,0.162,0.0
chr19,58790321,58814157,ZNF8,+,2.46,V,ENSG00000278129,protein_coding,14,7,0.372,0.0
chr20,6046612,6048543,AL118505.1,-,3.608,V,ENSG00000278192,lncRNA,0,7,0.267,0.0
chr16,2902731,2908171,PRSS22,-,694.137,V,ENSG00000005001,protein_coding,0,6,0.008,0.0
chr16,3096562,3110727,MMP25,+,4.676,V,ENSG00000008516,protein_coding,7,6,0.101,0.0
chr1,41492872,41707826,SCMH1,-,13.77,V,ENSG00000010803,protein_coding,58,6,0.492,0.0
chr6,137518621,137540586,IFNGR1,-,66.37,V,ENSG00000027697,protein_coding,3,6,0.186,0.0
chr17,42422614,42430474,GRN,+,674.697,V,ENSG00000030582,protein_coding,1,6,0.173,0.0
chr7,150908570,150924291,ABCF2,-,7.321,V,ENSG00000033050,protein_coding,5,6,0.179,0.0
chr1,19638820,19655794,PQLC2,+,11.464,V,ENSG00000040487,protein_coding,7,6,0.111,0.0
chr6,117881432,117923705,GOPC,-,17.597,V,ENSG00000047932,protein_coding,8,6,0.238,0.0
chr19,39881943,39891277,MED29,+,23.767,V,ENSG00000063322,protein_coding,11,6,0.029,0.0
chr15,73344051,73597546,NEO1,+,15.658,V,ENSG00000067141,protein_coding,45,6,0.233,0.0
chr15,72491370,72524163,PKM,-,328.578,V,ENSG00000067225,protein_coding,12,6,0.137,0.0
chr1,1981850,2116834,PRKCZ,+,7.843,V,ENSG00000067606,protein_coding,38,6,0.204,0.0
chr2,54091206,54198130,PSME4,-,15.996,V,ENSG00000068878,protein_coding,44,6,0.198,0.0
chr15,55495164,55611311,RAB27A,-,17.574,V,ENSG00000069974,protein_coding,37,6,0.112,0.0
chr12,133398773,133532890,CHFR,-,8.737,V,ENSG00000072609,protein_coding,82,6,0.167,0.0
chr14,102228135,102394326,PPP2R5C,+,19.667,V,ENSG00000078304,protein_coding,49,6,0.206,0.0
chr5,72112139,72212560,TNPO1,+,16.988,V,ENSG00000083312,protein_coding,27,6,0.211,0.0
chr12,113736564,113797298,SLC8B1,-,19.621,V,ENSG00000089060,protein_coding,41,6,0.349,0.0
chr12,69742121,69748014,LYZ,+,21.358,V,ENSG00000090382,protein_coding,2,6,0.016,0.0
chr4,56719814,56771252,EXOC1,+,37.812,V,ENSG00000090989,protein_coding,7,6,0.328,0.0
chr14,24718320,24733638,TGM1,-,1449.867,V,ENSG00000092295,protein_coding,0,6,0.004,0.0
chr12,54624726,54673917,CBX5,-,11.494,V,ENSG00000094916,protein_coding,31,6,0.069,0.0
chr10,97951458,98031344,BLNK,-,48.716,V,ENSG00000095585,protein_coding,18,6,0.254,0.0
chr19,8509651,8553998,HNRNPM,+,100.461,V,ENSG00000099783,protein_coding,16,6,0.207,0.0
chr22,21213295,21245502,SNAP29,+,15.121,V,ENSG00000099940,protein_coding,27,6,0.145,0.0
chr22,22108789,22221970,MAPK1,-,27.569,V,ENSG00000100030,protein_coding,75,6,0.4,0.0
chr22,31677579,31688520,PIK3IP1,-,43.92,V,ENSG00000100100,protein_coding,5,6,0.182,0.0
chr22,41921803,41940610,POLR3H,-,12.488,V,ENSG00000100413,protein_coding,7,6,0.005,0.0
chr14,69846845,69865016,ERH,-,95.448,V,ENSG00000100632,protein_coding,10,6,0.428,0.0
chr16,779760,791329,CIAO3,-,10.487,V,ENSG00000103245,protein_coding,4,6,0.217,0.0
chr16,53467889,53525560,RBL2,+,32.074,V,ENSG00000103479,protein_coding,18,6,0.081,0.0
chr8,19674902,19709594,INTS10,+,23.118,V,ENSG00000104613,protein_coding,7,6,0.433,0.0
chr19,15464196,15490609,AKAP8,-,26.228,V,ENSG00000105127,protein_coding,22,6,0.242,0.0
chr19,34850385,34893318,GPI,+,75.123,V,ENSG00000105220,protein_coding,29,6,0.075,0.0
chr19,40854363,40886346,PLD3,+,47.06,V,ENSG00000105223,protein_coding,27,6,0.328,0.0
chr19,48885832,48894808,KDELR1,-,129.677,V,ENSG00000105438,protein_coding,6,6,0.25,0.0
chr7,27778950,27884183,TAX1BP1,+,47.279,V,ENSG00000106052,protein_coding,22,6,0.328,0.0
chr7,30050203,30066300,FKBP14,-,4.622,V,ENSG00000106080,protein_coding,10,6,0.082,0.0
chr9,111777415,111882227,TMEM245,-,12.414,V,ENSG00000106771,protein_coding,28,6,0.288,0.0
chr10,120793182,120840335,EIF3A,-,90.184,V,ENSG00000107581,protein_coding,32,6,0.311,0.0
chr10,30598730,30663377,MTPAP,-,5.474,V,ENSG00000107951,protein_coding,31,6,0.16,0.0
chr17,30771397,30810337,PSMD11,+,31.205,V,ENSG00000108671,protein_coding,24,6,0.281,0.0
chr17,26989216,27029697,SUPT6H,+,31.79,V,ENSG00000109111,protein_coding,28,6,0.378,0.0
chr4,24519064,24586177,DHX15,-,42.939,V,ENSG00000109606,protein_coding,12,6,0.176,0.0
chr4,39046659,39128477,KLHL5,+,7.05,V,ENSG00000109790,protein_coding,21,6,0.317,0.0
chr12,109038885,109125372,CORO1C,-,36.66,V,ENSG00000110880,protein_coding,26,6,0.238,0.0
chr12,12478990,12503176,MANSC1,-,32.571,V,ENSG00000111261,protein_coding,11,6,0.097,0.0
chr6,122764496,122792952,SERINC1,-,92.61,V,ENSG00000111897,protein_coding,5,6,0.006,0.0
chr6,126102307,126253180,NCOA7,+,29.4,V,ENSG00000111912,protein_coding,32,6,0.063,0.0
chr5,33440802,33469644,TARS,+,29.241,V,ENSG00000113407,protein_coding,6,6,0.225,0.0
chr2,37428755,37458739,CEBPZ,-,19.873,V,ENSG00000115816,protein_coding,6,6,0.021,0.0
chr1,52042851,52264099,OSBPL9,+,11.878,V,ENSG00000117859,protein_coding,79,6,0.144,0.0
chr9,71736180,71889531,TJP2,+,35.906,V,ENSG00000119139,protein_coding,73,6,0.286,0.0
chr14,75519940,75536186,ACYP1,-,9.885,V,ENSG00000119640,protein_coding,4,6,0.313,0.0
chr14,91698876,91720269,GPR68,-,29.335,V,ENSG00000119714,protein_coding,13,6,0.27,0.0
chr8,74206837,74237516,RDH10,+,62.331,V,ENSG00000121039,protein_coding,5,6,0.127,0.0
chr13,20532810,20665968,ZMYM2,+,17.242,V,ENSG00000121741,protein_coding,52,6,0.157,0.0
chr3,179040819,179056371,ZNF639,+,5.538,V,ENSG00000121864,protein_coding,6,6,0.115,0.0
chr13,28009780,28024728,MTIF3,-,41.943,V,ENSG00000122033,protein_coding,4,6,0.381,0.0
chr1,160258384,160313063,COPA,-,53.539,V,ENSG00000122218,protein_coding,16,6,0.01,0.0
chr7,6010556,6048737,PMS2,-,4.843,V,ENSG00000122512,protein_coding,39,6,0.139,0.0
chr20,43953928,43977064,SDC4,-,199.294,V,ENSG00000124145,protein_coding,3,6,0.469,0.0
chr20,57226309,57254582,STX16,+,47.88,V,ENSG00000124222,protein_coding,2,6,0.02,0.0
chr6,44266468,44281084,AARS2,-,17.421,V,ENSG00000124608,protein_coding,1,6,0.229,0.0
chr6,38643701,38670921,GLO1,-,72.729,V,ENSG00000124767,protein_coding,10,6,0.268,0.0
chr3,10004221,10052800,EMC3,-,33.764,V,ENSG00000125037,protein_coding,31,6,0.206,0.0
chr13,100098565,100216260,TM9SF2,+,69.577,V,ENSG00000125304,protein_coding,37,6,0.433,0.0
chr1,36396319,36538101,AGO3,+,2.536,V,ENSG00000126070,protein_coding,81,6,0.222,0.0
chr15,34517214,34522357,EMC4,+,25.607,V,ENSG00000128463,protein_coding,3,6,0.039,0.0
chr17,7482809,7485429,CD68,+,0.449,V,ENSG00000129226,protein_coding,1,6,0.168,0.0
chr19,45349432,45392480,NECTIN2,+,71.28,V,ENSG00000130202,protein_coding,37,6,0.542,0.0
chr19,17359985,17393595,USHBP1,-,2.557,V,ENSG00000130307,protein_coding,39,6,0.326,0.0
chrX,153686621,153706118,PLXNA3,+,12.355,V,ENSG00000130827,protein_coding,1,6,0.218,0.0
chr22,18074902,18111515,ATP6V1E1,-,78.24,V,ENSG00000131100,protein_coding,30,6,0.237,0.0
chr16,3074028,3077756,THOC6,+,47.343,V,ENSG00000131652,protein_coding,2,6,0.058,0.0
chr17,1732996,1803376,RPA1,+,35.698,V,ENSG00000132383,protein_coding,47,6,0.339,0.0
chr17,73717408,73753899,ITGB4,+,85.284,V,ENSG00000132470,protein_coding,16,6,0.207,0.0
chr18,59854488,59977450,RELCH,+,34.386,V,ENSG00000134444,protein_coding,20,6,0.159,0.0
chr5,86614233,86708747,CCNH,-,7.804,V,ENSG00000134480,protein_coding,17,6,0.137,0.0
chr12,120427673,120532298,BICDL1,+,40.851,V,ENSG00000135127,protein_coding,43,6,0.402,0.0
chr6,86317503,86353510,SYNCRIP,-,54.252,V,ENSG00000135316,protein_coding,10,6,0.169,0.0
chr12,58131796,58144002,TSPAN31,+,12.468,V,ENSG00000135452,protein_coding,3,6,0.082,0.0
chr7,2443223,2488119,CHST12,+,2.152,V,ENSG00000136213,protein_coding,24,6,0.189,0.0
chr9,100437191,100459639,XPA,-,22.576,V,ENSG00000136936,protein_coding,3,6,0.49,0.0
chr9,125560668,125590910,PDCL,-,13.963,V,ENSG00000136940,protein_coding,10,6,0.183,0.0
chr15,41028082,41048049,RMDN3,-,20.307,V,ENSG00000137824,protein_coding,10,6,0.221,0.0
chr2,26466038,26513333,HADHB,+,60.074,V,ENSG00000138029,protein_coding,19,6,0.191,0.0
chr10,123748678,124014060,TACC2,+,25.616,V,ENSG00000138162,protein_coding,89,6,0.375,0.0
chr4,83273651,83295656,HNRNPD,-,68.491,V,ENSG00000138668,protein_coding,5,6,0.214,0.0
chr12,32880424,32908836,YARS2,-,13.981,V,ENSG00000139131,protein_coding,11,6,0.029,0.0
chr15,45406519,45410619,DUOXA2,+,53.479,V,ENSG00000140274,protein_coding,1,6,0.004,0.0
chr15,90544556,90625438,ZNF710,+,26.149,V,ENSG00000140548,protein_coding,40,6,0.115,0.0
chr16,22357257,22448486,AC092338.1,-,6.188,V,ENSG00000140743,protein_coding,49,6,0.289,0.0
chr18,23596217,23671181,AC091021.1,-,41.058,V,ENSG00000141380,protein_coding,12,6,0.106,0.0
chr17,40731531,40762641,RETREG3,-,36.442,V,ENSG00000141699,protein_coding,25,6,0.171,0.0
chr11,215030,236931,SIRT3,-,10.09,V,ENSG00000142082,protein_coding,7,6,0.313,0.0
chr1,24446261,24469630,IL22RA1,-,33.264,V,ENSG00000142677,protein_coding,3,6,0.252,0.0
chr1,156691683,156698591,ISG20L2,-,17.975,V,ENSG00000143319,protein_coding,3,6,0.351,0.0
chr1,212113741,212208899,INTS7,-,11.878,V,ENSG00000143493,protein_coding,19,6,0.223,0.0
chr1,223394161,223537520,SUSD4,-,57.843,V,ENSG00000143502,protein_coding,9,6,0.241,0.0
chr2,10861226,10925236,ATP6V1C2,+,21.24,V,ENSG00000143882,protein_coding,31,6,0.004,0.0
chr5,38845960,38945698,OSMR,+,24.635,V,ENSG00000145623,protein_coding,9,6,0.016,0.0
chr5,142149942,142608576,ARHGAP26,+,4.309,V,ENSG00000145819,protein_coding,62,6,0.311,0.0
chr8,37620113,37637286,PLPBP,+,20.829,V,ENSG00000147471,protein_coding,12,6,0.3,0.0
chr9,124101266,124132582,STOM,-,133.592,V,ENSG00000148175,protein_coding,8,6,0.007,0.0
chr9,125026882,125093616,MRRF,+,10.331,V,ENSG00000148187,protein_coding,27,6,0.16,0.0
chr9,136215073,136218281,RPL7A,+,1250.963,V,ENSG00000148303,protein_coding,0,6,0.0,0.0
chr11,86013253,86056985,HIKESHI,+,14.933,V,ENSG00000149196,protein_coding,15,6,0.24,0.0
chr11,61129816,61136981,TMEM138,+,8.111,V,ENSG00000149483,protein_coding,8,6,0.1,0.0
chr11,69467844,69490184,LTO1,-,8.048,V,ENSG00000149716,protein_coding,6,6,0.052,0.0
chr16,30087299,30096697,PPP4C,+,85.296,V,ENSG00000149923,protein_coding,3,6,0.307,0.0
chr2,38978676,39012144,GEMIN6,+,3.215,V,ENSG00000152147,protein_coding,24,6,0.192,0.0
chr10,15144583,15210692,NMT2,-,4.582,V,ENSG00000152465,protein_coding,20,6,0.195,0.0
chr2,95940197,95957056,PROM2,+,196.333,V,ENSG00000155066,protein_coding,1,6,0.007,0.0
chr9,74526426,74600970,C9orf85,+,4.613,V,ENSG00000155621,protein_coding,29,6,0.214,0.0
chr21,32490734,32932290,TIAM1,-,32.59,V,ENSG00000156299,protein_coding,155,6,0.267,0.0
chr10,104474295,104503249,SFXN2,+,4.118,V,ENSG00000156398,protein_coding,18,6,0.136,0.0
chrX,133930425,133988865,FAM122C,+,1.075,V,ENSG00000156500,protein_coding,23,6,0.378,0.0
chr3,9879533,9886286,RPUSD3,-,14.271,V,ENSG00000156990,protein_coding,4,6,0.248,0.0
chr16,70409880,70473140,ST3GAL2,-,2.671,V,ENSG00000157350,protein_coding,52,6,0.157,0.0
chr21,38595721,38640220,VPS26C,-,13.604,V,ENSG00000157538,protein_coding,13,6,0.171,0.0
chr1,3541579,3546691,TPRG1L,+,79.34,V,ENSG00000158109,protein_coding,2,6,0.006,0.0
chr21,34876238,34915797,GART,-,20.24,V,ENSG00000159131,protein_coding,16,6,0.378,0.0
chr1,156182784,156209833,PMF1,+,16.071,V,ENSG00000160783,protein_coding,23,6,0.378,0.0
chr5,179233398,179265078,SQSTM1,+,47.425,V,ENSG00000161011,protein_coding,16,6,0.132,0.0
chr17,41878167,41910538,MPP3,-,6.739,V,ENSG00000161647,protein_coding,7,6,0.319,0.0
chr1,20008706,20126438,TMCO4,-,20.11,V,ENSG00000162542,protein_coding,48,6,0.237,0.0
chr1,62901968,62917475,USP1,+,20,V,ENSG00000162607,protein_coding,5,6,0.313,0.0
chr1,201977073,201986311,ELF3,+,202.179,V,ENSG00000163435,protein_coding,1,6,0.011,0.0
chr3,48282590,48340743,ZNF589,+,9.285,V,ENSG00000164048,protein_coding,28,6,0.256,0.0
chr5,36876871,37066515,NIPBL,+,16.302,V,ENSG00000164190,protein_coding,41,6,0.35,0.0
chr5,174904065,174956745,SFXN1,+,13.58,V,ENSG00000164466,protein_coding,18,6,0.066,0.0
chr8,101928751,101965616,YWHAZ,-,347.985,V,ENSG00000164924,protein_coding,12,6,0.016,0.0
chr8,104410863,104427417,SLC25A32,-,0.459,V,ENSG00000164933,protein_coding,2,6,0.12,0.0
chr9,139296374,139305066,ENTR1,-,28.68,V,ENSG00000165689,protein_coding,4,6,0.25,0.0
chr10,99894381,100004654,R3HCC1L,+,16.233,V,ENSG00000166024,protein_coding,20,6,0.203,0.0
chr7,99661656,99680171,ZNF3,-,11.533,V,ENSG00000166526,protein_coding,14,6,0.12,0.0
chr16,31102163,31107301,VKORC1,-,8.904,V,ENSG00000167397,protein_coding,2,6,0.09,0.0
chr19,41284121,41302847,RAB4B,+,2.085,V,ENSG00000167578,protein_coding,18,6,0.199,0.0
chr16,74705753,74734858,MLKL,-,15.238,V,ENSG00000168404,protein_coding,17,6,0.316,0.0
chr5,140053489,140071122,HARS,-,20.722,V,ENSG00000170445,protein_coding,4,6,0.243,0.0
chr12,56735381,56753951,STAT2,-,53.911,V,ENSG00000170581,protein_coding,14,6,0.174,0.0
chr12,121837844,121868426,RNF34,+,14.491,V,ENSG00000170633,protein_coding,18,6,0.205,0.0
chr19,41284147,41314323,RAB4B-EGLN2,+,0.029,V,ENSG00000171570,protein_coding,19,6,0.199,0.0
chr1,9789084,9884584,CLSTN1,-,90.982,V,ENSG00000171603,protein_coding,67,6,0.111,0.0
chr1,11126675,11159926,EXOSC10,-,25.67,V,ENSG00000171824,protein_coding,16,6,0.224,0.0
chr13,21750797,21753223,MRPL57,+,27.976,V,ENSG00000173141,protein_coding,2,6,0.17,0.0
chr11,33060963,33127489,TCP11L1,+,3.04,V,ENSG00000176148,protein_coding,24,6,0.42,0.0
chr17,29096406,29151710,CRLF3,-,13.352,V,ENSG00000176390,protein_coding,44,6,0.116,0.0
chr11,695428,705028,TMEM80,+,18.791,V,ENSG00000177042,protein_coding,4,6,0.44,0.0
chr5,151121877,151152093,ATOX1,-,10.56,V,ENSG00000177556,protein_coding,13,6,0.171,0.0
chr17,73314157,73401790,GRB2,-,57.906,V,ENSG00000177885,protein_coding,63,6,0.008,0.0
chr3,93781824,93850676,NSUN3,+,2.54,V,ENSG00000178694,protein_coding,15,6,0.13,0.0
chr17,8128133,8151374,CTC1,-,13.008,V,ENSG00000178971,protein_coding,8,6,0.289,0.0
chr17,29298002,29326929,RNF135,+,34.453,V,ENSG00000181481,protein_coding,19,6,0.305,0.0
chr16,11022748,11036325,DEXI,-,1.437,V,ENSG00000182108,protein_coding,2,6,0.146,0.0
chr12,64845872,64895894,TBK1,+,10.798,V,ENSG00000183735,protein_coding,19,6,0.239,0.0
chrX,70338406,70362304,MED12,+,24.919,V,ENSG00000184634,protein_coding,8,6,0.289,0.0
chr14,105403581,105444711,AHNAK2,-,62.423,V,ENSG00000185567,protein_coding,5,6,0.007,0.0
chr11,62515791,62521632,ZBTB3,-,4.332,V,ENSG00000185670,protein_coding,5,6,0.181,0.0
chr19,36936021,36980804,ZNF566,-,1.852,V,ENSG00000186017,protein_coding,33,6,0.408,0.0
chr19,12686914,12750912,ZNF490,-,0.857,V,ENSG00000188033,protein_coding,71,6,0.093,0.0
chr10,102033037,102046437,BLOC1S2,-,37.949,V,ENSG00000196072,protein_coding,6,6,0.239,0.0
chr2,201754050,201768661,NIF3L1,+,23.066,V,ENSG00000196290,protein_coding,3,6,0.204,0.0
chr4,100333418,100356894,ADH7,-,267.937,V,ENSG00000196344,protein_coding,2,6,0.101,0.0
chr19,5691845,5720583,LONP1,-,27.017,V,ENSG00000196365,protein_coding,20,6,0.325,0.0
chr19,53893046,53933666,ZNF765,+,1.815,V,ENSG00000196417,protein_coding,28,6,0.182,0.0
chr1,44457172,44497139,SLC6A9,-,18.796,V,ENSG00000196517,protein_coding,11,6,0.258,0.0
chr6,76458909,76629254,MYO6,+,40,V,ENSG00000196586,protein_coding,51,6,0.077,0.0
chr11,65383244,65404910,PCNX3,+,29.242,V,ENSG00000197136,protein_coding,2,6,0.17,0.0
chr6,49518359,49529620,C6orf141,+,5.282,V,ENSG00000197261,protein_coding,6,6,0.35,0.0
chr1,1447531,1470067,ATAD3A,+,21.764,V,ENSG00000197785,protein_coding,13,6,0.249,0.0
chr17,27047003,27051377,RPL23A,+,238.294,V,ENSG00000198242,protein_coding,3,6,0.095,0.0
chr1,244998918,245008359,COX20,+,1.216,V,ENSG00000203667,protein_coding,1,6,0.017,0.0
chr17,76103479,76107880,TNRC6C-AS1,-,5.372,V,ENSG00000204282,lncRNA,3,6,0.06,0.0
chr19,58360099,58400442,ZNF814,-,2.393,V,ENSG00000204514,protein_coding,29,6,0.121,0.0
chr7,6676949,6697910,ZNF316,+,18.391,V,ENSG00000205903,protein_coding,6,6,0.245,0.0
chr18,61144191,61172318,SERPINB5,+,189.766,V,ENSG00000206075,protein_coding,6,6,0.253,0.0
chr3,45730548,45786901,SACM1L,+,13.986,V,ENSG00000211456,protein_coding,10,6,0.3,0.0
chr5,133307562,133340666,VDAC1,-,146.603,V,ENSG00000213585,protein_coding,18,6,0.247,0.0
chr11,57480065,57508445,TMX2,+,78.717,V,ENSG00000213593,protein_coding,15,6,0.006,0.0
chr2,178148236,178257419,AC019080.1,-,3.654,V,ENSG00000213963,lncRNA,30,6,0.174,0.0
chr11,62480102,62494944,HNRNPUL2,-,23.231,V,ENSG00000214753,protein_coding,5,6,0.304,0.0
chr14,23741631,23768656,HOMEZ,-,16.566,V,ENSG00000215271,protein_coding,16,6,0.05,0.0
chr15,55609382,55611359,PIGBOS1,-,9.255,V,ENSG00000225973,protein_coding,1,6,0.112,0.0
chr2,39663671,39892483,MAP4K3-DT,+,1.015,V,ENSG00000231312,lncRNA,48,6,0.195,0.0
chr7,130623722,130794935,LINC-PINT,-,1.173,V,ENSG00000231721,lncRNA,56,6,0.239,0.0
chr3,194304733,194310989,TMEM44-AS1,+,5.174,V,ENSG00000231770,lncRNA,1,6,0.333,0.0
chr19,37063972,37085610,ZNF529-AS1,+,2.051,V,ENSG00000233527,lncRNA,15,6,0.292,0.0
chr11,62457747,62494856,HNRNPUL2-BSCL2,-,0.11,V,ENSG00000234857,protein_coding,19,6,0.304,0.0
chr14,23764852,23772057,PPP1R3E,-,10.942,V,ENSG00000235194,protein_coding,1,6,0.05,0.0
chr3,125546081,125635227,LINC02614,-,1.035,V,ENSG00000241288,lncRNA,30,6,0.228,0.0
chr11,9779815,9832882,SBF2-AS1,+,1.858,V,ENSG00000246273,lncRNA,10,6,0.257,0.0
chr8,128806772,129199347,PVT1,+,1.853,V,ENSG00000249859,lncRNA,104,6,0.465,0.0
chr8,125500751,125503884,AC090198.1,+,3.185,V,ENSG00000253106,lncRNA,2,6,0.185,0.0
chr16,31094760,31106277,AC135050.2,-,0.032,V,ENSG00000255439,protein_coding,4,6,0.09,0.0
chr14,65381079,65411309,CHURC1,+,17.617,V,ENSG00000258289,protein_coding,8,6,0.09,0.0
chr14,58731380,58736399,AL132989.1,+,10.876,V,ENSG00000258682,lncRNA,1,6,0.033,0.0
chr1,156182773,156213123,PMF1-BGLAP,+,0.701,V,ENSG00000260238,protein_coding,23,6,0.378,0.0
chr16,29466426,29476284,SLX1B-SULT1A4,+,0.044,V,ENSG00000260280,lncRNA,3,6,0.218,0.0
chr16,28964137,28978204,AC109460.2,-,7.894,V,ENSG00000260853,lncRNA,10,6,0.08,0.0
chr16,3160461,3184883,ZNF213-AS1,-,2.372,V,ENSG00000263072,lncRNA,19,6,0.219,0.0
chr19,45453301,45457264,AC011481.1,-,2.933,V,ENSG00000267114,lncRNA,3,6,0.378,0.0
chr18,77905807,77937722,PARD6G-AS1,+,1.972,V,ENSG00000267270,lncRNA,8,6,0.218,0.0
chr19,4528439,4540079,AC011498.4,-,1.272,V,ENSG00000267385,protein_coding,10,6,0.037,0.0
chr19,13934694,13953742,AC020916.1,-,4.97,V,ENSG00000267519,lncRNA,10,6,0.014,0.0
chr19,21737442,21752039,AC123912.1,-,1.777,V,ENSG00000268081,lncRNA,8,6,0.267,0.0
chr19,18263968,18288927,AC007192.1,+,0.034,V,ENSG00000268173,protein_coding,13,6,0.037,0.0
chr19,51533332,51537591,AC011473.3,+,17.465,V,ENSG00000268906,lncRNA,2,6,0.083,0.0
chr11,708564,727047,AP006621.4,-,34.829,V,ENSG00000269915,lncRNA,13,6,0.057,0.0
chr16,15198580,15225458,AC139256.2,-,2.697,V,ENSG00000270580,lncRNA,11,6,0.212,0.0
chr17,34083268,34122711,MMP28,-,19.534,V,ENSG00000271447,protein_coding,18,6,0.392,0.0
chr1,11089716,11090585,AL109811.2,+,7.404,V,ENSG00000271895,lncRNA,0,6,0.182,0.0
chr5,68660570,68665840,TAF9,-,23.613,V,ENSG00000273841,protein_coding,2,6,0.216,0.0
chr17,36861795,36886056,MLLT6,+,44.73,V,ENSG00000275023,protein_coding,4,6,0.08,0.0
chr19,40353963,40440533,FCGBP,-,48.086,V,ENSG00000275395,protein_coding,38,6,0.242,0.0
chr17,35969787,36003475,DDX52,-,9.181,V,ENSG00000278053,protein_coding,18,6,0.218,0.0
chr7,150904923,150924252,ABCF2,-,0.04,V,ENSG00000285292,protein_coding,5,6,0.179,0.0
chr16,23592335,23607637,NDUFAB1,-,58.48,V,ENSG00000004779,protein_coding,8,5,0.351,0.0
chr17,61509665,61523715,CYB561,-,50.248,V,ENSG00000008283,protein_coding,1,5,0.007,0.0
chr19,4343524,4360083,MPND,+,18.344,V,ENSG00000008382,protein_coding,12,5,0.175,0.0
chr9,125703112,125867145,RABGAP1,+,21.955,V,ENSG00000011454,protein_coding,51,5,0.292,0.0
chr19,56887215,56904914,ZNF582,-,0.948,V,ENSG00000018869,protein_coding,7,5,0.145,0.0
chrX,135228861,135293518,FHL1,+,81.256,V,ENSG00000022267,protein_coding,13,5,0.004,0.0
chr6,42531800,42661242,UBR2,+,17.896,V,ENSG00000024048,protein_coding,76,5,0.265,0.0
chr1,32573657,32642164,KPNA6,+,28.421,V,ENSG00000025800,protein_coding,54,5,0.088,0.0
chr14,58765103,58840605,ARID4A,+,10.621,V,ENSG00000032219,protein_coding,25,5,0.253,0.0
chr5,175344876,175461683,THOC3,-,25.757,V,ENSG00000051596,protein_coding,42,5,0.187,0.0
chr11,43380470,43516483,TTC17,+,15.942,V,ENSG00000052841,protein_coding,31,5,0.387,0.0
chr2,160659866,160761267,LY75,-,1.864,V,ENSG00000054219,protein_coding,23,5,0.088,0.0
chr2,20448452,20551995,PUM2,-,42.928,V,ENSG00000055917,protein_coding,36,5,0.176,0.0
chr7,139476850,139720125,TBXAS1,+,3.602,V,ENSG00000059377,protein_coding,57,5,0.199,0.0
chr3,38144620,38178733,ACAA1,-,26.721,V,ENSG00000060971,protein_coding,5,5,0.287,0.0
chr1,212458752,212535195,PPP2R5A,+,75.319,V,ENSG00000066027,protein_coding,32,5,0.286,0.0
chrX,48334409,48344752,FTSJ1,+,22.734,V,ENSG00000068438,protein_coding,3,5,0.332,0.0
chr1,22352004,22427853,CDC42,+,32.365,V,ENSG00000070831,protein_coding,49,5,0.258,0.0
chr2,101618691,101640494,RPL31,+,255.588,V,ENSG00000071082,protein_coding,6,5,0.112,0.0
chr14,77227811,77249358,VASH1,+,5.179,V,ENSG00000071246,protein_coding,3,5,0.383,0.0
chr7,107220422,107269615,BCAP29,+,14.553,V,ENSG00000075790,protein_coding,12,5,0.309,0.0
chr12,2986389,3050304,TULP3,+,33.972,V,ENSG00000078246,protein_coding,54,5,0.096,0.0
chr1,52254863,52344609,NRDC,-,48.605,V,ENSG00000078618,protein_coding,35,5,0.137,0.0
chr10,71907045,71930279,SAR1A,-,28.433,V,ENSG00000079332,protein_coding,8,5,0.465,0.0
chr19,3094360,3123997,GNA11,+,43.689,V,ENSG00000088256,protein_coding,5,5,0.095,0.0
chr20,34679426,34820721,EPB41L1,+,49.205,V,ENSG00000088367,protein_coding,40,5,0.215,0.0
chr13,99445683,99738879,DOCK9,-,45.373,V,ENSG00000088387,protein_coding,44,5,0.241,0.0
chr14,76618259,76720685,GPATCH2L,+,4.575,V,ENSG00000089916,protein_coding,13,5,0.203,0.0
chr7,140390577,140422590,NDUFB2,+,24.682,V,ENSG00000090266,protein_coding,11,5,0.199,0.0
chr14,23415437,23426370,HAUS4,-,13.518,V,ENSG00000092036,protein_coding,6,5,0.217,0.0
chr3,37094117,37225180,LRRFIP2,-,18.095,V,ENSG00000093167,protein_coding,48,5,0.222,0.0
chr22,20850200,20941919,MED15,+,22.36,V,ENSG00000099917,protein_coding,47,5,0.28,0.0
